lev,roa,size,mb,bign,loss,salesgrowth,fraud_year_tplus1,cash
0.0002,0.1224,5.5942,1.5781,1,0,0.325,0,0.0672
0.0024,0.1028,3.485,1.4707,1,0,0.0535,0,0.632
0.0971,0.1034,4.3053,0.3016,1,0,-0.0428,0,0.0087
0.5499,0.0412,4.4352,0.3319,1,0,1.4336,0,0.0068
0.0397,0.0887,5.5039,0.8062,1,0,-0.0124,0,0.3015
0.6881,0.0646,6.075,0.1751,1,0,0.1011,0,0.0195
0.2961,0.096,6.3086,4.233,1,0,0.0665,0,0.0028
0.2638,0.1219,6.7283,4.4596,1,0,0.0965,0,0.0056
0.2129,0.1843,8.3998,1.9169,1,0,0.2534,0,0.2746
0.1595,0.1089,9.2328,2.609,1,0,-0.107,0,0.2409
0.6881,0.167,9.3981,0.1751,1,0,0.1782,0,0.1594
0.6881,0.1555,8.5095,0.1751,1,0,0.0475,0,0.0866
0,0.2649,6.9614,10.1592,1,0,1.1127,0,0.3583
0.0014,0.6394,3.8895,8.9277,0,0,0.5855,0,0.5666
0.0066,0.1022,4.6401,1.5006,1,0,0.0631,0,0.0568
0.1433,0.1402,5.0339,2.0372,1,0,0.6895,0,0.0036
0.1962,0.1355,5.6613,1.976,1,0,0.4185,0,0.0208
0.2746,0.0391,4.6598,0.6207,1,0,0.0774,0,0.0146
0.2043,0.0262,4.6679,0.6278,1,1,0.044,0,0.0087
0.0118,0.2947,6.9212,6.5813,1,0,0.3105,0,0.1151
0.0008,0.1381,6.4244,2.1303,1,0,0.1086,0,0.1489
0.0015,0.1039,6.3503,1.5702,1,0,0.0439,0,0.0714
0.1434,0.0191,3.0776,0.8461,0,0,0.0998,0,0.0235
0.2404,0.0086,3.1635,0.8905,0,0,-0.1609,0,0.0811
0,0.267,5.4757,2.289,1,0,0.5368,0,0.173
0.2345,0.0173,4.5491,1.2794,0,0,0.0047,0,0.0752
0.0023,0.422,7.1718,12.8782,1,0,0.5347,0,0.5226
0.3684,0.0134,2.5967,1.0795,0,0,0.1831,0,0.0341
0.0861,0.0126,2.9805,1.0614,0,0,0.0637,0,0.0663
0.0401,0.0148,2.7806,1.0686,0,0,-0.0145,0,0.2087
0.021,0.0494,2.5105,1.3822,0,1,-0.0446,0,0.2167
0,0.2557,6.3146,8.0804,1,0,0.8218,0,0.6022
0.2201,0.0186,3.1038,1.0478,0,0,-0.0081,0,0.0199
0.6881,0.3117,5.9914,0.1751,1,0,0.223,0,0.0008
0.6881,0.1668,6.7606,0.1751,1,0,0.2446,0,0.002
0.5697,0.1199,6.8185,5.0289,1,0,0.671,0,0.0071
0.3303,0.0187,6.2744,2.1641,1,0,-0.2376,0,0.0739
0.0189,0.4669,4.8054,2.3453,1,0,1.1453,0,0.5889
0.0153,0.0116,3.217,1.4066,0,0,-0.1075,0,0.0866
0.0699,0.0137,3.8018,2.0412,0,0,0.1569,0,0.0605
0.1878,0.008,2.9395,0.5012,0,0,-0.0215,0,0.0285
0.1199,0.0081,3.7833,0.8518,1,0,0.1712,0,0.039
0.069,0.0142,4.2052,1.3339,0,0,0.2172,0,0.1105
0,0.1073,3.7456,1.7285,0,0,-0.0135,0,0.4208
0,0.101,3.6184,1.5303,0,0,-0.1588,0,0.3006
0.0031,0.1065,4.1069,1.8971,1,0,0.4191,0,0.3497
0.1068,0.1411,3.8152,1.1727,1,0,0.4762,0,0.0051
0.4955,0.0269,3.6628,2.4251,1,0,0.3676,0,0.0665
0.0201,0.6359,5.3532,9.1754,1,0,0.5247,0,0.5975
0.1007,0.0199,4.2224,2.3562,0,0,0.1039,0,0.0312
0.113,0.0156,3.7887,1.2334,0,0,0.0701,0,0.0673
0.1058,0.0151,3.9542,1.3176,0,0,-0.0726,0,0.0701
0,0.1879,3.8528,1.784,1,0,0.1585,0,0.1363
0,0.2529,4.4253,2.2607,1,0,0.1203,0,0.0177
0,0.2526,4.6375,2.1359,1,0,0.1315,0,0.0738
0.1916,0.0208,5.5568,2.2774,0,0,0.2286,0,0.1343
0.0145,0.2758,5.7795,2.6979,1,0,0.3499,0,0.1303
0.0096,0.2102,6.5535,4.4678,1,0,0.1315,0,0.0739
0.0054,0.066,6.1636,1.8512,1,0,-0.0355,0,0.2089
0.3457,0.0902,5.3219,2.6044,1,0,0.8899,0,0.0626
0.0028,0.0225,4.6432,0.9594,1,0,0.0956,0,0.7027
0.0353,0.6394,4.7613,3.1203,1,0,1.6444,0,0.0522
0.0451,0.3755,5.3462,10.3394,1,0,0.5274,1,0.0015
0.0455,0.2342,7.0202,4.2922,1,0,0.181,0,0.0155
0.4917,0.2256,7.5033,16.096,1,0,0.1746,0,0.0632
0.0016,0.0389,7.5314,3.2331,1,0,-0.3233,0,0.0562
0.5673,0.0136,6.2885,2.2541,1,0,0.2705,0,0.1179
0.5849,0.0497,6.8489,2.636,1,0,0.5088,1,0.2209
0.4486,0.1084,6.7931,2.4914,1,0,0.1437,0,0.26
0.3025,0.0775,6.8642,1.0802,1,0,-0.3233,0,0.3659
0.0134,0.3033,4.1251,1.9223,1,0,1.1526,0,0.191
0.0552,0.2061,4.8369,1.4181,1,0,0.421,1,0.0621
0.2603,0.0679,6.9584,3.4173,1,0,0.2383,0,0.2207
0,0.0151,4.3712,1.4623,0,0,0.1387,0,0.0511
0.1591,0.1434,4.3467,1.5579,1,0,0.3483,0,0.0539
0.0988,0.018,5.1475,2.2157,0,0,0.1216,0,0.0376
0.1277,0.0116,5.724,2.663,0,0,0.0063,0,0.0247
0.0952,0.1874,3.3237,1.5287,1,0,1.6444,0,0.067
0.4306,0.2487,2.6199,2.0815,0,0,-0.1211,0,0.575
0.3641,0.3018,3.4735,6.3794,1,0,0.3367,0,0.0103
0.0046,0.4007,4.7322,4.7254,1,0,0.3463,0,0.1861
0.3841,0.0967,4.8862,1.7705,1,0,0.0743,0,0.1255
0,0.0649,5.7217,1.6248,0,0,0.09,0,0.2227
0.0173,0.3144,6.3099,4.0346,1,0,0.843,1,0.4757
0.0003,0.2,8.1016,3.4408,1,0,0.1211,0,0.0928
0.0297,0.1922,7.9455,2.372,1,0,0.2059,0,0.0189
0.1286,0.3295,5.7274,2.978,1,0,0.2085,0,0.1426
0.0071,0.2459,5.1873,1.2647,1,0,0.2276,0,0.1965
0.0162,0.1692,4.9387,2.0441,1,0,0.5374,0,0.1847
0.5912,0.0572,5.0291,1.4933,1,0,1.6444,0,0.0002
0.5172,0.0849,6.3256,1.8662,1,0,0.6764,0,0.0012
0.0145,0.342,5.915,3.7955,1,0,0.1286,0,0.061
0.0116,0.2797,6.1017,3.3446,1,0,0.1509,0,0.0608
0.3998,0.0419,7.699,4.6265,1,0,0.8222,0,0.0094
0.0162,0.1245,8.4126,3.0354,1,0,0.1604,0,0.1807
0.0927,0.0147,5.6847,1.76,0,0,0.3174,0,0.0196
0,0.2642,5.665,6.6586,1,0,0.6573,0,0.412
0.4273,0.081,2.9108,1.0131,1,0,0.2585,0,0.003
0,0.1519,7.7515,3.5484,0,0,0.0662,0,0.0605
0,0.1204,8.2085,2.8986,1,0,0.0761,0,0.0318
0,0.0071,4.257,1.0547,0,0,0.6354,0,0.0104
0.1953,0.0093,3.4607,1.0028,0,0,0.338,0,0.0681
0.0904,0.0053,2.4183,0.3008,0,0,0.0287,0,0.0572
0,0.0208,3.1152,0.8596,0,0,-0.0052,0,0.0756
0,0.0157,2.7673,0.6306,0,0,0.0385,0,0.0258
0.1329,0.0068,4.5722,0.8067,0,0,0.2312,0,0.0303
0.058,0.0098,2.6797,0.8729,0,0,0.0498,0,0.0392
0,0.0093,6.8024,5.0855,1,1,-0.1056,0,0.5422
0.0978,0.0514,2.2176,0.6243,1,0,0.298,0,0.0034
0,0.0857,2.5836,1.1206,1,0,0.035,0,0.0606
0,0.2991,6.3421,7.3965,1,0,0.136,0,0.2668
0.4203,0.0361,6.9801,3.0971,1,0,0.922,0,0.0504
0.3376,0.0477,6.2086,1.3029,1,0,-0.0353,0,0.0424
0.0013,0.2617,6.1852,3.1015,1,0,0.4432,0,0.3724
0.0198,0.5893,6.6476,14.6273,1,0,1.1808,0,0.4061
0.0215,0.0074,7.4654,0.7466,1,0,-0.0468,0,0.05
0.2333,0.2679,9.2428,4.4534,1,0,0.6811,0,0.1998
0.1019,0.4256,9.011,2.4466,1,0,0.3802,0,0.1492
0.3334,0.0175,2.1883,1.285,0,1,-0.2087,0,0.0589
0.2357,0.0936,4.2452,2.9019,0,0,0.3074,0,0.0644
0.2255,0.2352,4.4569,1.3685,0,0,0.872,0,0.0409
0.343,0.1453,6.8483,4.5129,1,0,0.0097,0,0.0194
0.3623,0.1164,6.7645,3.5845,1,0,-0.075,0,0.019
0.0348,0.3383,4.7339,3.7795,1,0,0.544,0,0.052
0,0.2083,6.7345,6.2637,1,0,1.3207,0,0.0837
0.2645,0.0527,7.8036,1.3967,1,0,0.1356,0,0.024
0.2378,0.0271,7.7006,1.2132,1,0,-0.0936,0,0.0313
0.0105,0.0266,4.5023,0.7294,0,0,-0.0192,0,0.0647
0.2699,0.023,4.8106,0.8903,0,0,-0.0155,0,0.089
0.2555,0.0317,5.7009,1.6006,0,0,0.1823,0,0.0981
0.371,0.4425,8.2234,13.8595,1,0,0.1936,0,0.0128
0.2597,0.4254,8.7631,11.4012,1,0,0.207,0,0.2291
0.1908,0.1782,3.1983,1.7569,1,0,0.2154,0,0.0015
0.5128,0.1781,7.1117,4.4806,1,0,0.6055,0,0.0078
0.6881,0.1958,7.3109,16.2844,1,0,0.1235,0,0.0543
0.4972,0.0946,8.5454,2.6342,1,0,0.0752,0,0.0613
0.4673,0.1041,8.7085,2.8355,1,0,0.0793,0,0.0749
0.0937,0.0058,5.231,0.9721,0,0,0.0214,0,0.0325
0.1324,0.0102,5.6649,1.4228,0,0,-0.0008,0,0.0293
0.0994,0.0106,5.913,1.7183,0,0,0.0823,0,0.0179
0.343,0.1158,9.7335,4.8542,1,0,0.0336,0,0.0104
0.4695,0.1403,10.389,16.2844,1,0,0.1995,1,0.0027
0.589,0.0447,8.8929,0.1751,1,0,-0.0864,0,0.1181
0.1748,0.1143,7.3655,2.3228,0,0,0.0741,0,0.1396
0.1557,0.1379,7.5904,2.298,0,0,0.1043,0,0.1488
0.1895,0.109,8.2429,3.0911,0,0,0.1418,0,0.1296
0.0634,0.1272,8.4695,2.2055,0,0,0.0224,0,0.1228
0.0047,0.1953,5.6282,6.5336,1,0,0.8852,0,0.4842
0,0.4368,5.0019,3.0331,1,0,0.919,0,0.7071
0.2843,0.1188,6.0784,5.8048,1,0,1.1092,0,0.0268
0.272,0.2035,6.6297,3.2792,1,0,0.7301,0,0.0165
0.408,0.1166,6.7518,3.2583,1,0,0.6911,0,0.0221
0,0.2156,6.2641,2.7453,1,0,0.2833,0,0.5497
0,0.2091,8.4104,2.3162,1,0,0.6457,0,0.579
0,0.0677,5.1865,2.8912,0,0,0.6017,0,0.1444
0.0165,0.0178,5.9935,4.5399,0,0,0.2318,0,0.0128
0.0095,0.023,6.5103,4.9114,0,0,0.3022,0,0.0735
0.3368,0.0464,7.3014,1.5441,1,1,0.4505,0,0.0156
0.0025,0.1255,4.0641,3.1206,1,0,0.2095,0,0.4757
0.0005,0.1973,4.4762,3.8882,1,0,0.2456,0,0.4263
0.1531,0.0659,7.1554,3.2829,1,0,0.1649,0,0.1317
0.0531,0.2023,8.9405,7.0591,1,0,0.0516,0,0.1772
0.0362,0.2164,9.2916,5.2072,1,0,0.1176,0,0.3799
0,0.1227,8.1021,2.5825,1,0,-0.0263,0,0.2551
0.0047,0.0684,4.0036,4.5679,1,1,0.2666,0,0.106
0,0.124,5.958,6.4287,1,0,0.4605,0,0.4963
0,0.0105,6.868,4.5842,1,0,0.0912,0,0.1621
0,0.1627,3.7547,1.8318,1,0,0.2833,0,0.2836
0,0.107,6.6807,3.0572,1,0,-0.1323,0,0.309
0.1182,0.103,9.0316,5.7211,1,0,0.0308,0,0.1601
0.2492,0.1879,9.0875,7.376,1,0,0.0888,0,0.0615
0.2152,0.1803,9.1109,5.4763,1,0,0.1241,0,0.0802
0.5531,0.0204,7.0281,16.2844,1,1,0.1901,0,0.0056
0.3778,0.1839,7.8798,16.2844,1,0,0.3294,0,0.0095
0.1712,0.2526,8.6318,8.2617,1,0,0.1527,0,0.3691
0.2658,0.1998,8.9852,13.623,1,0,0.1506,0,0.3684
0.2362,0.1761,3.5642,1.6838,1,0,0.2062,0,0.1384
0.2463,0.0807,3.3279,1.1742,1,0,0.2958,0,0.0345
0.4145,0.6394,5.9146,3.7566,1,0,1.625,0,0.0354
0,0.2298,5.7103,3.8529,1,0,0.0445,0,0.5564
0,0.2375,5.8523,4.0481,1,0,0.0971,0,0.5371
0,0.2668,6.2291,4.6719,1,0,0.1978,0,0.5332
0,0.2696,6.2818,4.0029,1,0,0.2106,0,0.4875
0.2918,0.016,5.1139,1.3123,0,0,0.1075,0,0.0164
0.2318,0.0176,5.3295,1.5704,0,0,0.0042,0,0.0288
0.2377,0.0213,5.8654,2.4028,0,0,0.0942,0,0.0106
0.2545,0.0194,5.9553,2.4014,0,0,0.0509,0,0.0071
0.2216,0.0148,5.8881,1.6515,0,0,0.2092,0,0.0103
0.2165,0.0102,5.5555,0.8579,0,0,0.0856,0,0.0077
0.6881,0.0038,3.2318,1.6433,0,0,0.1267,0,0.0054
0.0577,0.0351,5.6625,1.4273,1,0,0.0468,0,0.0821
0.0502,0.041,5.8526,1.1532,1,0,0.0707,0,0.0689
0.0721,0.0396,5.9116,0.8428,1,0,0.2849,0,0.1054
0,0.4924,8.2064,12.391,1,0,0.7418,0,0.6557
0.2311,0.011,8.7128,3.6575,1,0,0.0702,0,0.4758
0.0014,0.0454,5.8867,1.5862,1,0,0.0961,0,0.1782
0.0004,0.1105,7.0557,3.6619,1,0,0.2081,0,0.1422
0,0.225,6.8965,16.2844,1,0,1.6444,0,0.5088
0,0.1338,6.2948,7.5959,1,0,0.4794,0,0.4665
0.6881,0.0526,2.7303,0.8179,1,1,0.1062,0,0.0326
0.6078,0.0511,4.7835,1.1504,1,0,0.1782,0,0.0621
0,0.1779,6.239,2.9997,1,0,1.6444,0,0.7071
0.3025,0.1767,5.0361,2.1739,1,0,0.1158,0,0.0068
0.2058,0.0771,5.8706,1.3831,1,0,0.1045,0,0.0005
0.0373,0.2788,3.9569,2.8646,1,0,0.2687,0,0.5297
0,0.1389,5.0951,2.9462,1,0,0.3849,0,0.4093
0.2313,0.08,3.1687,0.3301,1,0,-0.0579,0,0.0519
0.2989,0.0038,3.6648,0.7538,0,0,0.12,0,0.0241
0,0.1385,5.8815,4.1843,1,0,0.0115,0,0.6063
0,0.0088,5.3933,3.605,0,1,-0.0033,0,0.5705
0,0.1323,5.3285,2.3859,0,0,0.0842,0,0.4104
0,0.6394,4.9466,2.9474,1,0,0.7161,0,0.3636
0,0.148,3.4143,0.7355,1,0,-0.3233,0,0.7071
0,0.008,4.1653,1.4863,1,0,-0.2608,0,0.7071
0,0.432,7.6503,10.6749,1,0,1.6444,0,0.7071
0.0496,0.0368,7.4495,5.3327,0,0,0.9978,0,0.0797
0.0268,0.0038,2.3322,0.685,0,0,0.2865,0,0.0612
0.0411,0.0233,4.3489,2.3208,0,0,0.4542,0,0.0376
0.0592,0.0143,4.354,1.63,0,0,0.285,0,0.0309
0.0525,0.0158,4.3098,1.4917,0,0,0.2461,0,0.0191
0.1066,0.0185,4.4189,1.4731,0,0,0.1602,0,0.0393
0.0773,0.014,5.801,1.8809,0,0,0.1703,0,0.0285
0.2065,0.1265,5.7021,11.2251,1,0,-0.0088,0,0.0583
0.4253,0.0932,7.1454,1.9548,1,0,1.3974,0,0.0518
0,0.0038,4.6903,3.0752,1,0,-0.3233,0,0.2361
0,0.2108,5.9843,4.2062,1,0,0.3126,0,0.6035
0,0.2476,3.5351,3.4922,1,0,-0.0223,0,0.4683
0,0.0846,2.9064,2.0459,1,0,0.0242,0,0.4998
0,0.3302,4.5133,3.7196,1,0,0.1405,0,0.7071
0,0.1798,5.8429,1.637,1,0,0.2851,0,0.1182
0,0.0959,6.1792,2.265,1,0,0.2201,0,0.1123
0.2982,0.1832,2.1345,1.1507,0,0,0.6747,0,0.0691
0.0383,0.1418,5.9943,1.4507,1,0,0.4049,0,0.2123
0,0.0715,4.1892,1.2525,1,0,0.1888,0,0.3076
0.3853,0.0436,6.9154,1.1626,1,0,1.1643,0,0.0004
0.4426,0.0472,6.5875,0.7929,1,0,0.4754,0,0.0033
0.4651,0.0374,7.2337,1.2909,1,0,0.0118,0,0.0027
0.1351,0.201,6.461,1.7989,1,0,0.1174,0,0.0053
0.1177,0.1713,7.007,2.6188,1,0,0.217,0,0.0055
0.1322,0.2756,8.1383,4.7026,1,0,0.2813,0,0.0073
0,0.1041,5.0908,5.6965,1,0,1.1981,0,0.5659
0.0014,0.1348,2.4548,1.5992,0,0,0.0238,0,0.5518
0,0.1741,4.3574,2.4029,1,0,0.202,0,0.3701
0.2375,0.0139,3.2212,4.705,0,0,1.2854,0,0.1302
0.575,0.1147,5.0097,2.5566,1,0,0.5339,0,0.033
0,0.2591,2.1983,1.0571,0,0,0.0287,0,0.2471
0.1768,0.0101,4.2941,0.9692,0,0,0.2606,0,0.04
0.0736,0.0187,3.3618,1.1345,0,0,0.0474,0,0.0326
0.0233,0.0194,5.4506,1.9008,0,0,0.0889,0,0.053
0.0327,0.025,5.9238,1.9021,0,0,0.59,0,0.0474
0.1483,0.1064,4.6895,7.0453,0,0,0.4125,0,0.0075
0.1499,0.0404,6.8628,0.7905,1,0,-0.0753,0,0.1169
0.0989,0.4748,8.2369,2.1952,1,0,1.1492,0,0.2277
0.2043,0.6394,9.1964,2.9649,1,0,1.3968,0,0.154
0.0615,0.0069,2.4365,0.7816,0,0,0.0746,0,0.0574
0.1312,0.0087,2.8442,0.8584,0,0,0.0737,0,0.0176
0.2032,0.0071,2.7286,0.6945,0,0,0.2096,0,0.0121
0.0435,0.0038,4.295,1.1686,0,0,0.0666,0,0.0291
0.014,0.0038,4.1676,1.6041,0,0,0.3355,0,0.057
0.0201,0.0168,4.0005,1.0219,0,0,0.2665,0,0.0701
0.0895,0.0144,4.8315,1.6251,0,0,0.0406,0,0.0712
0.019,0.009,7.418,1.3895,1,0,0.3193,0,0.4332
0.2306,0.1933,6.2036,2.8257,1,0,0.4283,0,0.0254
0.1868,0.0298,5.6994,1.0214,1,0,-0.0915,0,0.0079
0,0.0239,4.7888,2.0075,0,0,0.2309,0,0.1054
0,0.0196,5.1874,1.9979,0,0,0.0122,0,0.0978
0.0007,0.1249,6.5574,4.5329,1,0,0.0012,0,0.1441
0,0.1864,5.6057,2.6206,1,0,0.2773,0,0.254
0.074,0.0175,4.2307,1.5102,0,0,0.0519,0,0.041
0.1629,0.0141,4.1892,1.0173,0,0,0.1906,0,0.0367
0.0002,0.2823,4.554,2.8573,1,0,-0.0044,0,0.6773
0,0.0038,4.3644,1.349,1,0,-0.0247,0,0.5477
0.3232,0.208,3.3056,2.2686,0,0,0.2396,0,0.0571
0.0544,0.0189,4.6534,2.2448,0,0,0.0598,0,0.0301
0.0655,0.0174,5.232,2.0852,0,0,0.1976,0,0.0207
0.0386,0.1374,4.4951,2.1697,1,0,0.2441,0,0.0953
0,0.2284,3.7521,3.2469,0,0,0.4449,0,0.4149
0.2941,0.6394,6.4209,6.4986,1,0,1.6444,0,0.0326
0.0017,0.0121,3.9492,2.4713,0,0,0.4244,0,0.0524
0.3271,0.0976,5.5626,0.9666,1,0,0.608,0,0.0363
0,0.6394,6.1059,4.8058,1,0,1.6444,0,0.4054
0.1349,0.092,4.272,2.3133,1,0,-0.0592,0,0.0191
0.2305,0.1358,3.8682,1.9404,1,0,0.0381,0,0.003
0.1355,0.2505,3.4972,1.4443,1,0,0.9464,0,0.3457
0.1909,0.203,4.8509,2.3025,0,0,1.534,0,0.1853
0.034,0.0462,2.1345,0.1751,1,0,0.1388,0,0.1938
0,0.1072,3.6494,0.9362,0,0,0.064,0,0.4496
0,0.3611,5.084,3.0077,0,0,0.0793,0,0.4616
0.1922,0.0869,5.5075,3.6755,0,0,0.1452,0,0.0302
0.004,0.2597,4.4999,4.0429,1,0,1.2929,0,0.0551
0.0148,0.0145,4.2519,2.5184,0,0,0.1159,0,0.0274
0.4279,0.3562,5.5998,6.7792,1,0,0.7088,1,0.0303
0.0062,0.1677,4.3059,2.5462,1,0,0.5175,0,0.4343
0,0.0873,3.3196,1.0682,1,0,0.305,0,0.3833
0,0.0839,4.0209,2.0271,1,0,0.1347,0,0.4025
0.0254,0.062,4.9734,2.0055,1,0,0.0684,0,0.1483
0,0.0918,5.3661,2.5166,1,0,0.1302,0,0.1724
0.0894,0.0128,3.7126,1.2816,0,0,-0.0909,0,0.0399
0.096,0.0826,3.7209,1.6913,0,0,0.2526,0,0.013
0.0268,0.2487,5.3843,1.7495,1,0,0.5179,1,0.5034
0.1899,0.0989,6.5805,4.6312,1,0,0.3718,0,0.0945
0.044,0.2213,5.3528,1.5346,1,0,0.2176,0,0.0539
0.4814,0.1817,5.4658,1.5748,1,0,0.7129,0,0.0162
0.0148,0.0191,3.9417,1.3651,0,0,0.131,0,0.0588
0.0641,0.0198,4.1914,1.625,0,0,0.0345,0,0.0349
0,0.6394,4.4448,6.3193,1,0,0.1029,0,0.3791
0.6045,0.0831,7.961,6.1988,1,0,0.3133,0,0.0009
0,0.3373,5.9483,7.3263,1,0,0.331,0,0.7071
0,0.6112,7.2809,14.0346,1,0,0.7794,0,0.7071
0.0988,0.5281,7.8102,12.8976,1,0,0.2382,0,0.1317
0.5445,0.143,6.2236,6.1137,1,0,0.1024,0,0.3145
0.2803,0.1306,6.5081,3.1614,1,0,0.0607,0,0.3532
0.1633,0.0794,5.1454,2.1266,0,0,-0.0078,0,0.0076
0.2198,0.2892,3.0121,2.7603,1,0,0.365,0,0.2353
0.1578,0.1097,3.2242,2.6531,1,0,1.3381,0,0.097
0.5499,0.0683,3.1535,1.627,1,0,0.7383,0,0.0043
0.0176,0.1311,5.7072,4.1703,1,0,1.4356,0,0.4738
0.0081,0.1084,5.3801,3.0904,1,0,1.3313,0,0.1677
0.6881,0.0698,6.7996,0.1751,1,0,-0.0378,0,0.0686
0.476,0.0708,6.4011,4.3378,1,0,0.0561,0,0.0132
0.3229,0.1309,3.5045,3.0424,1,1,-0.3233,0,0.0002
0.4616,0.1493,4.5198,0.1751,0,0,0.0295,0,0.1431
0.3531,0.1087,5.0864,2.5979,0,0,-0.0118,0,0.0492
0,0.3484,7.3242,4.2887,1,0,0.2815,0,0.4551
0.2404,0.2208,8.0877,5.1789,1,0,0.2913,0,0.2122
0,0.004,8.0933,4.3754,1,1,0.3985,0,0.5568
0,0.2015,3.1527,0.3303,0,0,-0.3233,0,0.0816
0,0.0163,2.8208,0.1751,0,0,-0.3233,0,0.0375
0.172,0.0423,5.155,1.2116,1,0,0.0179,0,0.0002
0,0.077,6.2874,2.3697,1,0,0.0494,0,0.0409
0,0.1343,6.5765,2.9661,1,0,0.0734,0,0.0844
0,0.1924,6.8999,3.9546,1,0,0.0302,0,0.0772
0,0.6394,5.9956,6.2457,1,0,0.6872,0,0.7071
0.046,0.6394,7.1633,2.7579,1,0,0.494,0,0.3224
0,0.0675,6.3951,2.6684,1,0,0.2049,0,0.2217
0,0.0345,5.6129,1.0668,1,0,0.0606,0,0.3233
0.1487,0.0647,6.4259,1.8394,1,0,0.3464,1,0.1531
0.3313,0.0747,6.7796,2.1381,1,0,-0.0116,1,0.4428
0.232,0.043,6.8402,1.4618,1,0,0.12,0,0.0334
0.1479,0.1365,6.8327,2.5021,1,0,0.3986,0,0.1543
0.1277,0.1686,2.6267,1.9542,0,1,0.4624,0,0.2938
0.1838,0.0253,2.6635,0.2581,1,0,0.0782,0,0.0094
0.06,0.203,5.5609,3.8472,1,0,0.0697,0,0.0305
0,0.1391,5.3634,2.2041,1,0,0.0697,0,0.1614
0.162,0.1438,5.8677,1.8535,1,0,0.9903,0,0.0009
0.182,0.2309,5.831,5.4017,1,0,0.453,0,0.1448
0.1002,0.1858,4.9239,3.3192,0,0,-0.0824,0,0.3012
0.3133,0.2146,5.9365,2.6209,1,0,0.6779,0,0.0037
0,0.1341,4.8928,1.6187,1,0,0.0378,0,0.3249
0.0514,0.0467,5.8435,2.0723,1,0,-0.079,0,0.0125
0.1638,0.0555,5.2404,1.0635,1,0,-0.0981,0,0.0107
0,0.0162,5.7159,1.177,0,0,0.1002,0,0.0179
0.0741,0.0232,6.4513,2.0025,0,0,0.0004,0,0.0164
0.1079,0.0127,4.0036,1.3953,0,0,0.2001,0,0.011
0.1501,0.0085,2.3541,0.6815,0,0,0.0864,0,0.0375
0.0244,0.0489,5.0609,2.0275,1,0,0.1083,0,0.6191
0,0.0059,3.5919,1.363,1,0,-0.0348,0,0.0774
0,0.0369,3.2481,0.9301,1,0,0.0512,0,0.1352
0.0001,0.2128,6.2837,7.8941,1,0,0.3725,0,0.5479
0,0.037,6.2817,5.0873,1,0,0.3701,0,0.0592
0,0.343,6.651,10.3438,1,0,0.1545,0,0.444
0,0.2739,6.9061,7.2239,1,0,0.438,0,0.5895
0.1069,0.0121,3.0066,1.1594,0,0,0.0982,0,0.0524
0.6881,0.2158,2.1345,0.1751,0,0,0.0797,0,0.0134
0.6881,0.1927,3.1267,0.1751,0,0,0.2299,0,0.0167
0.1109,0.1188,4.9397,1.9086,1,0,0.2522,0,0.1123
0.0671,0.1864,5.8399,2.4849,1,0,0.2766,0,0.1789
0.1073,0.2047,11.0197,14.6702,1,0,0.2705,1,0.0468
0,0.093,6.5552,3.4686,1,0,0.2519,0,0.547
0,0.0105,6.5175,3.1557,1,0,0.2661,0,0.3725
0,0.0201,3.1311,1.4734,0,0,-0.17,0,0.1954
0,0.0869,10.3403,3.2472,1,0,0.0846,0,0.1637
0.074,0.0137,6.7025,1.2587,1,1,0.273,0,0.1712
0.1411,0.0205,5.6657,2.6031,0,0,0.1381,0,0.0369
0.477,0.0625,8.0982,2.0012,1,0,0.4432,0,0.007
0.3734,0.0871,8.5359,2.0035,1,0,0.0215,0,0.0067
0.5075,0.054,8.0903,2.4133,1,0,-0.1041,0,0.0061
0,0.6394,4.6824,6.083,1,0,0.4558,0,0.5405
0.0905,0.0767,3.2642,6.5945,1,0,0.2306,0,0.4723
0.1668,0.0067,3.3283,4.8829,1,0,-0.0041,0,0.3486
0.0075,0.1766,7.3112,1.755,1,0,0.0015,0,0.1763
0.0707,0.2092,7.4322,2.4041,1,0,0.0189,0,0.1213
0.0003,0.3826,5.8778,5.8882,1,0,0.2513,0,0.6934
0,0.219,6.3105,5.1846,1,0,0.3382,0,0.1256
0,0.2012,6.8156,2.3418,1,0,0.0904,0,0.0271
0,0.195,6.7332,1.8978,1,0,0.1395,0,0.2819
0.003,0.1596,4.313,1.5944,1,0,0.1215,0,0.2129
0.1854,0.0312,2.4292,0.7222,1,0,0.0008,0,0.0103
0,0.1679,4.6953,2.4799,0,0,0.3847,0,0.2111
0,0.1315,4.8958,2.3589,1,0,0.0025,0,0.6541
0,0.2185,5.6035,3.7062,1,0,0.2602,0,0.291
0.0936,0.2469,4.0328,3.0383,1,0,0.6428,0,0.0406
0.0518,0.3509,5.1249,5.9563,1,0,0.8775,0,0.01
0,0.0738,7.0261,1.1624,1,0,0.1499,0,0.2489
0,0.0529,7.6542,2.0018,1,0,-0.0957,0,0.3282
0,0.0506,5.6071,1.2967,1,0,-0.0284,0,0.3004
0,0.1622,6.6686,2.05,1,0,0.1536,0,0.4184
0.0298,0.1495,4.9569,2.8861,1,0,0.2062,0,0.0236
0.1141,0.1318,4.9982,2.5857,1,0,0.1965,0,0.031
0.1045,0.0075,3.1199,0.6611,0,0,0.0183,0,0.0416
